attack_start,attack_kind,prob_prebunk,prob_immune,prob_share_indifferent,prob_share_disinfo,prob_share_facts,s,i,r
5,1,0.1,0.7,0.0,0.0,0.0,88.01,6.0,5.99
5,1,0.1,0.7,0.0,0.0,0.1,26.89,5.93,67.18
5,1,0.1,0.7,0.0,0.0,0.2,5.39,5.88,88.73
5,1,0.1,0.7,0.0,0.0,0.3,1.29,5.86,92.85
5,1,0.1,0.7,0.0,0.0,0.4,0.76,5.62,93.62
5,1,0.1,0.7,0.0,0.0,0.5,0.59,5.7,93.71
5,1,0.1,0.7,0.0,0.0,0.6,0.24,5.52,94.24
5,1,0.1,0.7,0.0,0.0,0.7,0.2,5.47,94.33
5,1,0.1,0.7,0.0,0.0,0.8,0.32,5.73,93.95
5,1,0.1,0.7,0.0,0.0,0.9,0.09,5.13,94.78
5,1,0.1,0.7,0.0,0.0,1.0,0.18,5.22,94.6
5,1,0.1,0.7,0.0,0.1,0.0,10.42,83.28,6.3
5,1,0.1,0.7,0.0,0.1,0.1,2.7,71.43,25.87
5,1,0.1,0.7,0.0,0.1,0.2,0.92,58.81,40.27
5,1,0.1,0.7,0.0,0.1,0.3,0.24,47.21,52.55
5,1,0.1,0.7,0.0,0.1,0.4,0.05,40.48,59.47
5,1,0.1,0.7,0.0,0.1,0.5,0.05,34.54,65.41
5,1,0.1,0.7,0.0,0.1,0.6,0.08,23.59,76.33
5,1,0.1,0.7,0.0,0.1,0.7,0.02,17.87,82.11
5,1,0.1,0.7,0.0,0.1,0.8,0.05,12.99,86.96
5,1,0.1,0.7,0.0,0.1,0.9,0.08,13.25,86.67
5,1,0.1,0.7,0.0,0.1,1.0,0.06,10.19,89.75
5,1,0.1,0.7,0.0,0.2,0.0,13.94,80.35,5.71
5,1,0.1,0.7,0.0,0.2,0.1,4.48,75.61,19.91
5,1,0.1,0.7,0.0,0.2,0.2,0.33,75.43,24.24
5,1,0.1,0.7,0.0,0.2,0.3,0.28,55.79,43.93
5,1,0.1,0.7,0.0,0.2,0.4,0.07,48.8,51.13
5,1,0.1,0.7,0.0,0.2,0.5,0.06,48.51,51.43
5,1,0.1,0.7,0.0,0.2,0.6,0.03,40.86,59.11
5,1,0.1,0.7,0.0,0.2,0.7,0.03,27.71,72.26
5,1,0.1,0.7,0.0,0.2,0.8,0.07,23.49,76.44
5,1,0.1,0.7,0.0,0.2,0.9,0.07,17.79,82.14
5,1,0.1,0.7,0.0,0.2,1.0,0.09,12.9,87.01
5,1,0.1,0.7,0.0,0.3,0.0,8.52,85.38,6.1
5,1,0.1,0.7,0.0,0.3,0.1,2.63,77.27,20.1
5,1,0.1,0.7,0.0,0.3,0.2,0.77,75.08,24.15
5,1,0.1,0.7,0.0,0.3,0.3,0.11,68.19,31.7
5,1,0.1,0.7,0.0,0.3,0.4,0.05,66.39,33.56
5,1,0.1,0.7,0.0,0.3,0.5,0.06,47.5,52.44
5,1,0.1,0.7,0.0,0.3,0.6,0.02,45.91,54.07
5,1,0.1,0.7,0.0,0.3,0.7,0.01,40.14,59.85
5,1,0.1,0.7,0.0,0.3,0.8,0.03,27.59,72.38
5,1,0.1,0.7,0.0,0.3,0.9,0.08,27.9,72.02
5,1,0.1,0.7,0.0,0.3,1.0,0.01,22.87,77.12
5,1,0.1,0.7,0.0,0.4,0.0,10.21,83.6,6.19
5,1,0.1,0.7,0.0,0.4,0.1,3.27,76.99,19.74
5,1,0.1,0.7,0.0,0.4,0.2,0.88,74.16,24.96
5,1,0.1,0.7,0.0,0.4,0.3,0.04,75.64,24.32
5,1,0.1,0.7,0.0,0.4,0.4,0.0,67.28,32.72
5,1,0.1,0.7,0.0,0.4,0.5,0.01,56.25,43.74
5,1,0.1,0.7,0.0,0.4,0.6,0.01,51.98,48.01
5,1,0.1,0.7,0.0,0.4,0.7,0.01,39.81,60.18
5,1,0.1,0.7,0.0,0.4,0.8,0.01,38.11,61.88
5,1,0.1,0.7,0.0,0.4,0.9,0.02,30.75,69.23
5,1,0.1,0.7,0.0,0.4,1.0,0.02,24.22,75.76
5,1,0.1,0.7,0.0,0.5,0.0,6.19,87.92,5.89
5,1,0.1,0.7,0.0,0.5,0.1,3.12,82.24,14.64
5,1,0.1,0.7,0.0,0.5,0.2,0.54,77.08,22.38
5,1,0.1,0.7,0.0,0.5,0.3,0.03,75.32,24.65
5,1,0.1,0.7,0.0,0.5,0.4,0.03,67.58,32.39
5,1,0.1,0.7,0.0,0.5,0.5,0.02,66.55,33.43
5,1,0.1,0.7,0.0,0.5,0.6,0.0,55.33,44.67
5,1,0.1,0.7,0.0,0.5,0.7,0.03,48.33,51.64
5,1,0.1,0.7,0.0,0.5,0.8,0.07,42.19,57.74
5,1,0.1,0.7,0.0,0.5,0.9,0.06,31.67,68.27
5,1,0.1,0.7,0.0,0.5,1.0,0.05,23.98,75.97
5,1,0.1,0.7,0.0,0.6,0.0,10.47,83.24,6.29
5,1,0.1,0.7,0.0,0.6,0.1,3.05,78.11,18.84
5,1,0.1,0.7,0.0,0.6,0.2,0.41,80.5,19.09
5,1,0.1,0.7,0.0,0.6,0.3,0.08,77.75,22.17
5,1,0.1,0.7,0.0,0.6,0.4,0.02,70.33,29.65
5,1,0.1,0.7,0.0,0.6,0.5,0.04,60.71,39.25
5,1,0.1,0.7,0.0,0.6,0.6,0.06,57.37,42.57
5,1,0.1,0.7,0.0,0.6,0.7,0.06,55.12,44.82
5,1,0.1,0.7,0.0,0.6,0.8,0.03,48.28,51.69
5,1,0.1,0.7,0.0,0.6,0.9,0.01,34.8,65.19
5,1,0.1,0.7,0.0,0.6,1.0,0.07,32.19,67.74
5,1,0.1,0.7,0.0,0.7,0.0,13.2,80.74,6.06
5,1,0.1,0.7,0.0,0.7,0.1,3.78,79.43,16.79
5,1,0.1,0.7,0.0,0.7,0.2,0.31,80.42,19.27
5,1,0.1,0.7,0.0,0.7,0.3,0.03,79.31,20.66
5,1,0.1,0.7,0.0,0.7,0.4,0.15,68.63,31.22
5,1,0.1,0.7,0.0,0.7,0.5,0.01,65.12,34.87
5,1,0.1,0.7,0.0,0.7,0.6,0.01,58.29,41.7
5,1,0.1,0.7,0.0,0.7,0.7,0.04,61.43,38.53
5,1,0.1,0.7,0.0,0.7,0.8,0.03,46.06,53.91
5,1,0.1,0.7,0.0,0.7,0.9,0.05,36.96,62.99
5,1,0.1,0.7,0.0,0.7,1.0,0.01,28.0,71.99
5,1,0.1,0.7,0.0,0.8,0.0,8.78,85.38,5.84
5,1,0.1,0.7,0.0,0.8,0.1,2.11,81.96,15.93
5,1,0.1,0.7,0.0,0.8,0.2,0.53,78.34,21.13
5,1,0.1,0.7,0.0,0.8,0.3,0.07,79.41,20.52
5,1,0.1,0.7,0.0,0.8,0.4,0.02,74.67,25.31
5,1,0.1,0.7,0.0,0.8,0.5,0.03,72.29,27.68
5,1,0.1,0.7,0.0,0.8,0.6,0.04,61.59,38.37
5,1,0.1,0.7,0.0,0.8,0.7,0.04,59.02,40.94
5,1,0.1,0.7,0.0,0.8,0.8,0.05,50.42,49.53
5,1,0.1,0.7,0.0,0.8,0.9,0.05,43.19,56.76
5,1,0.1,0.7,0.0,0.8,1.0,0.06,33.96,65.98
5,1,0.1,0.7,0.0,0.9,0.0,13.13,80.68,6.19
5,1,0.1,0.7,0.0,0.9,0.1,3.39,77.76,18.85
5,1,0.1,0.7,0.0,0.9,0.2,0.18,84.4,15.42
5,1,0.1,0.7,0.0,0.9,0.3,0.13,78.87,21.0
5,1,0.1,0.7,0.0,0.9,0.4,0.01,77.68,22.31
5,1,0.1,0.7,0.0,0.9,0.5,0.08,65.68,34.24
5,1,0.1,0.7,0.0,0.9,0.6,0.04,66.93,33.03
5,1,0.1,0.7,0.0,0.9,0.7,0.04,59.19,40.77
5,1,0.1,0.7,0.0,0.9,0.8,0.0,57.0,43.0
